time,right_j0,right_j1,right_j2,right_j3,right_j4,right_j5,right_j6,right_gripper
0.000000000000,-0.002096679687,-0.870647460938,0.000909179688,2.092173828125,0.002195312500,0.000666992188,-0.001927734375,0.040207560420
0.081424481905,-0.002214847535,-0.870029203828,0.000855245412,2.093623587853,0.002189653187,0.001662573977,0.001132774708,0.040207560420
0.162848963809,-0.002900999240,-0.868851546478,0.000741237717,2.097123520874,0.002174798751,0.004072006565,0.006938475660,0.040207560420
0.244273445714,-0.004643596950,-0.867110862537,0.000566829985,2.103154366107,0.002145032102,0.008110673129,0.015198809307,0.040207560420
0.325697927619,-0.007747576517,-0.864802531512,0.000340779682,2.111703071695,0.002093366460,0.013760517614,0.025646219997,0.040207560420
0.407122409523,-0.012345196624,-0.861953082436,0.000079566532,2.122328649992,0.002012149186,0.020853021557,0.038034519306,0.040207560420
0.488546891428,-0.018492015690,-0.858614223460,-0.000195768913,2.134392057513,0.001893414153,0.029155560943,0.052137360258,0.040207560420
0.569971373333,-0.026166613311,-0.854832321711,-0.000462958756,2.147190904960,0.001729067307,0.038406638126,0.067746814775,0.040207560420
0.651395855237,-0.035260017636,-0.850631564692,-0.000699986972,2.160077126006,0.001510243610,0.048325280347,0.084672047587,0.040207560420
0.732820337142,-0.045630211904,-0.846031108043,-0.000884262305,2.172626383359,0.001225983473,0.058620737952,0.102738080264,0.040207560420
0.814244819047,-0.057141579994,-0.841061821563,-0.000992452061,2.184680087827,0.000864116825,0.069001514992,0.121784639410,0.040207560420
0.895669300952,-0.069642923583,-0.835761769990,-0.001003522450,2.196140479080,0.000416728298,0.079184121105,0.141665083494,0.040207560420
0.977093782856,-0.082942183003,-0.830165320837,-0.000903971507,2.206781406324,-0.000112984852,0.088895204114,0.162245403111,0.040207560420
1.058518264761,-0.096828801630,-0.824297750564,-0.000694136080,2.216281880228,-0.000705551976,0.097862893143,0.183403289820,0.040207560420
1.139942746666,-0.111119146048,-0.818174510090,-0.000394224707,2.224361122944,-0.001321304436,0.105815586582,0.205027269018,0.040207560420
1.221367228570,-0.125681835016,-0.811804150573,-0.000044841678,2.230849850472,-0.001900380457,0.112504763782,0.227015892610,0.040207560420
1.302791710475,-0.140443231901,-0.805193089564,0.000298645956,2.235701020153,-0.002368830769,0.117757405462,0.249276987495,0.040207560420
1.384216192380,-0.155373267215,-0.798347783493,0.000576941672,2.238991631303,-0.002652678907,0.121525254509,0.271726956154,0.040207560420
1.465640674284,-0.170450426195,-0.791272947811,0.000744228937,2.240932801922,-0.002702789709,0.123915222264,0.294290125892,0.040207560420
1.547065156189,-0.185628266489,-0.783968973414,0.000785278485,2.241872228718,-0.002519491298,0.125199461069,0.316898143453,0.040207560420
1.628489638094,-0.200831527102,-0.776432289621,0.000718654075,2.242248266236,-0.002155153033,0.125775991652,0.339489412005,0.040207560420
1.709914119998,-0.215986804374,-0.768659865351,0.000584224431,2.242482682824,-0.001691414229,0.126072717083,0.362008567650,0.040207560420
1.791338601903,-0.231062535456,-0.760655008408,0.000426248695,2.242868561500,-0.001209825478,0.126445008914,0.384405992797,0.040207560420
1.872763083808,-0.246088777645,-0.752430720625,0.000282133514,2.243525945434,-0.000773730212,0.127123560531,0.406637363940,0.040207560420
1.954187565712,-0.261151716178,-0.744010208413,0.000178116167,2.244433640318,-0.000423572434,0.128217610274,0.428663231516,0.040207560420
2.035612047617,-0.276376162774,-0.735426160695,0.000128720788,2.245493389160,-0.000179093948,0.129743650491,0.450448629677,0.040207560420
2.117036529522,-0.291907133322,-0.726719550642,0.000137968548,2.246586777712,-0.000043689073,0.131656288919,0.471962713959,0.040207560420
2.198461011427,-0.307892936670,-0.717937916547,0.000201617154,2.247611758214,-0.000009261167,0.133874220028,0.493178424967,0.040207560420
2.279885493331,-0.324469455340,-0.709133261916,0.000309770822,2.248501917202,-0.000060795130,0.136301013033,0.514072176289,0.040207560420
2.361309975236,-0.341747907064,-0.700359948382,0.000449267414,2.249232567678,-0.000180032587,0.138840131496,0.534623565015,0.040207560420
2.442734457141,-0.359808925068,-0.691672663030,0.000605643834,2.249814364518,-0.000348043729,0.141403570077,0.554815103313,0.040207560420
2.524158939045,-0.378702509164,-0.683124157240,0.000764804132,2.250275639976,-0.000546929813,0.143915465792,0.574631969607,0.040207560420
2.605583420950,-0.398451082993,-0.674762695448,0.000914482813,2.250638775896,-0.000760981363,0.146313050014,0.594061778049,0.040207560420
2.687007902855,-0.419053698402,-0.666629799553,0.001045355481,2.250899412868,-0.000977406443,0.148546294821,0.613094364990,0.040207560420
2.768432384759,-0.440490970091,-0.658759016480,0.001151563515,2.251016389606,-0.001186589233,0.150576486755,0.631721591315,0.040207560420
2.849856866664,-0.462730667786,-0.651175860110,0.001230599329,2.250915105419,-0.001381901586,0.152373943080,0.649937159523,0.040207560420
2.931281348569,-0.485733455659,-0.643898487934,0.001282731325,2.250501198365,-0.001559221491,0.153915496463,0.667736444540,0.040207560420
3.012705830473,-0.509458005423,-0.636938597542,0.001310236456,2.249678217646,-0.001716353019,0.155182388601,0.685116337317,0.040207560420
3.094130312378,-0.533864840424,-0.630302292301,0.001316653362,2.248362953791,-0.001852489343,0.156158897615,0.702075100320,0.040207560420
3.175554794283,-0.558918569557,-0.623990872821,0.001306162925,2.246494345833,-0.001967783983,0.156831786845,0.718612234071,0.040207560420
3.256979276187,-0.584588476994,-0.618001537350,0.001283116072,2.244034961619,-0.002063040405,0.157190597014,0.734728353985,0.040207560420
